transaction_id,card_number,card_type,expiration_date,cvv,card_holder_name,billing_address,billing_city,billing_state,billing_postal_code,billing_country,transaction_amount,transaction_date,merchant_name,merchant_category,transaction_description,transaction_type,currency_code,exchange_rate,conversion_amount,conversion_date,transaction_status,authorization_code,payment_gateway,transaction_reference_number,customer_name,customer_email,customer_phone,customer_address,customer_city,customer_state,customer_postal_code
151,5602255179045480,Visa,9/11/2023,284,Harold Trippitt,72467 Sherman Trail,Yuanhou,,,China,1957.67,10/30/2030,Quinu,Travel,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,Cash Advance,CNY,1.6748,7534.08,10/14/2024,Approved,varius ut blandit non interdum in ante vestibulum ante ipsum,Photojam,sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,Allyn McKellen,amckellen46@canalblog.com,886-352-6737,98 Laurel Parkway,Maraã,,69490-000
152,3563997809190861,Mastercard,12/2/2022,219,Crosby Olechnowicz,1 Aberg Junction,Ōmiya,,319-3117,Japan,5617.66,1/23/2023,Aivee,Retail,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,Refund,JPY,1.5518,3017.35,6/30/2024,Approved,elementum ligula vehicula consequat morbi a ipsum integer a nibh,Topiclounge,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,Thedrick Tinniswood,ttinniswood47@weather.com,174-334-5224,4471 Upham Pass,Nazaré da Mata,,55800-000
153,3558127544522676,Mastercard,9/9/2029,983,Gilly Callis,1708 Delladonna Terrace,Giyon,,,Ethiopia,1886.37,1/26/2026,Skyndu,Dining,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,Purchase,ETB,1.5234,3267.85,4/27/2027,Pending,amet eleifend pede libero quis orci nullam molestie nibh in lectus,Kwilith,donec dapibus duis at velit eu est congue elementum in,Therine Malek,tmalek48@aol.com,727-691-4242,59665 Starling Road,Usicayos,,
154,201432739271627,American Express,6/26/2022,108,Gloriane Farries,660 Blackbird Avenue,Nanxindian,,,China,8045.45,4/21/2027,Skynoodle,Retail,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,Refund,CNY,1.3405,4654.29,2/21/2025,Approved,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,Tazz,nulla sed accumsan felis ut at dolor quis odio consequat varius integer,Carlene Outibridge,coutibridge49@tripadvisor.com,248-266-2221,8 Gateway Center,Bosaso,,
155,5048375048656168,Visa,12/20/2022,733,Iris Castilla,89 Gerald Place,Muro,13,4620-620,Portugal,525.5,10/12/2029,Tagchat,Travel,porta volutpat quam pede lobortis ligula sit amet eleifend pede,Cash Advance,EUR,1.0218,4883.25,1/25/2028,Declined,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,Feednation,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,Moyra Dargavel,mdargavel4a@yahoo.com,131-273-6504,28 Coleman Avenue,Palaiochóri,,
156,201599066705912,American Express,5/10/2028,602,Ianthe Waterworth,93940 Moose Road,Svoge,,2287,Bulgaria,4380.7,7/9/2024,Avaveo,Retail,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,Cash Advance,BGN,0.9475,5438.29,1/17/2027,Pending,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,Youtags,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,Dionisio Ratnage,dratnage4b@twitter.com,734-562-0934,59 Fuller Parkway,Le Teil,B9,07404 CEDEX
157,5602246884365328771,Visa,4/9/2023,874,Lurlene Devine,88 Holmberg Trail,Manakara,,,Madagascar,3698.82,10/25/2028,Quatz,Travel,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,Cash Advance,MGA,1.8817,9419.09,7/11/2028,Declined,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Rhyloo,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Jasmine Doley,jdoley4c@dmoz.org,857-635-7906,5988 Ridgeview Pass,Tanagara,,
158,6397588617140282,Mastercard,4/30/2030,573,Pattie D'Hooge,49113 Myrtle Street,Poříčany,,289 14,Czech Republic,8511.13,2/16/2027,Skaboo,Entertainment,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Purchase,CZK,1.0218,1435.92,11/17/2029,Declined,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Edgeblab,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,Constancia Hemerijk,chemerijk4d@uol.com.br,736-747-0255,9 Loftsgordon Court,Eshowe,,3850
159,6759204818818640397,Visa,6/29/2029,589,Elianora Tiffin,401 Rusk Way,Cambuí,,37600-000,Brazil,5970.58,7/2/2028,Jabberstorm,Retail,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Refund,BRL,0.5533,8727.84,1/20/2024,Declined,a odio in hac habitasse platea dictumst maecenas ut massa,Centimia,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,Lucy Winram,lwinram4e@reuters.com,190-661-3941,65152 Jana Circle,Armentières,B4,59425 CEDEX
160,3582191816974338,Visa,3/2/2029,587,Araldo Brainsby,63630 Brentwood Center,Sarykemer,,,Kazakhstan,1560.34,3/22/2024,Kamba,Retail,quis orci eget orci vehicula condimentum curabitur in libero ut massa,Cash Advance,KZT,1.8657,9588.97,10/17/2026,Approved,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,Zoomcast,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,Jeane Simnett,jsimnett4f@technorati.com,321-709-8501,5 Lakewood Gardens Trail,Artsvaberd,,
161,6333151674759278037,American Express,6/12/2028,450,Pat Plewright,5380 Prairie Rose Road,Kamionka Wielka,,33-334,Poland,7450.47,11/25/2022,Wikizz,Travel,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,Refund,PLN,1.5936,1569.76,2/13/2026,Declined,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Centizu,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,Kristofor Rosenthal,krosenthal4g@fema.gov,688-240-5421,7 Troy Court,Da’an,,
162,3531597352306895,Visa,4/15/2023,480,Elke Burgan,280 Merrick Court,Sharga,,,Mongolia,9882.46,5/25/2030,Meeveo,Travel,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,Purchase,MNT,1.9235,3283.19,1/1/2027,Pending,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Rhyzio,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,Ynes Hunnable,yhunnable4h@php.net,619-998-6246,0 Hovde Plaza,Shapaja,,
163,5602238451587497451,Mastercard,11/12/2027,635,Smitty Warton,98235 Golf View Trail,Katima Mulilo,,,Namibia,9659.53,1/11/2029,Tagopia,Travel,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Refund,NAD,1.2159,1727.93,1/31/2029,Approved,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,Trilith,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,Kirstin Kayser,kkayser4i@themeforest.net,612-457-7405,92573 Sugar Pass,Västerås,U,721 00
164,493614674174760873,Visa,12/8/2024,559,Tab Jolliman,57 Dawn Place,Tudela,,7202,Philippines,7245.87,11/20/2028,Devpulse,Retail,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,Cash Advance,PHP,1.024,4144.04,1/20/2029,Pending,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,Talane,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,Aindrea Stirrup,astirrup4j@webmd.com,979-416-6585,56763 Fuller Trail,Srunikrajan,,
165,5002357291588771,Mastercard,2/25/2025,969,Nate Blunt,351 Iowa Crossing,Tyumen,,625999,Russia,4388.63,1/9/2028,Gabvine,Travel,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,Purchase,RUB,1.3886,9188.68,7/30/2026,Pending,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,Yombu,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,Adan Delgadillo,adelgadillo4k@github.com,384-891-0825,48588 Eastwood Alley,Akademija (Kaunas),,53088
166,4508729533050228,Visa,12/17/2030,475,Shelli Albiston,5187 American Place,Habartov,,357 09,Czech Republic,5263.75,8/31/2024,Innojam,Travel,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Cash Advance,CZK,0.6608,7140.23,3/19/2030,Pending,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Jetpulse,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,Haily Crunden,hcrunden4l@fastcompany.com,346-427-3936,4 Pleasure Avenue,Zlatar,,49250
167,677100830340000474,Mastercard,10/13/2022,573,Karilynn Luff,92592 Cody Alley,Puszczykowo,,62-040,Poland,2591.11,10/30/2024,Photolist,Travel,porttitor pede justo eu massa donec dapibus duis at velit eu est congue,Cash Advance,PLN,1.1649,7822.6,7/1/2029,Pending,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Gabtype,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,Juana McGrane,jmcgrane4m@51.la,592-408-2963,251 Autumn Leaf Park,Bayan Bulag,,
168,5100173079415199,Visa,8/17/2023,443,Hodge Rivilis,4185 Holy Cross Hill,Cortez,,8313,Philippines,7116.92,12/21/2023,Wordtune,Dining,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Refund,PHP,1.4826,9836.13,7/2/2023,Approved,commodo placerat praesent blandit nam nulla integer pede justo lacinia,Jabbersphere,luctus et ultrices posuere cubilia curae mauris viverra diam vitae,Godfree Jagg,gjagg4n@123-reg.co.uk,666-915-7037,25 Grasskamp Place,Redcliff,,
169,3556360536258163,Visa,11/26/2027,506,Katya McEvay,843 Mandrake Place,San Jose,,8427,Philippines,3928.91,9/27/2030,Yata,Entertainment,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,Cash Advance,PHP,0.8323,2034.64,8/2/2023,Approved,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,Thoughtworks,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,Giffer Wagerfield,gwagerfield4o@shinystat.com,761-987-0000,7 Susan Terrace,Petrovskoye,,152130
170,5108759824526348,Mastercard,9/17/2024,901,Ignace Negal,0290 Graedel Junction,Siaya,,,Kenya,4875.03,11/16/2027,Skipstorm,Retail,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,Refund,KES,0.7643,5447.31,9/6/2028,Approved,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,Zoomcast,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,Corrie Heninghem,cheninghem4p@irs.gov,257-424-0456,31430 Beilfuss Terrace,Gävle,X,801 33
171,3531603062887768,Visa,3/22/2028,456,Moina Andreasson,46 Green Street,Vale de São Cosme,03,4770-565,Portugal,2978.79,2/27/2030,Skimia,Retail,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,Purchase,EUR,1.3693,8509.29,2/3/2024,Pending,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Thoughtworks,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,Sarah Proudler,sproudler4q@tuttocitta.it,950-706-6827,90 Elgar Lane,Luzhai,,
172,30091807918332,Mastercard,11/15/2028,807,Elwyn Corballis,483 Shelley Place,Stockholm,AB,112 75,Sweden,1076.18,5/20/2026,Browseblab,Travel,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,Cash Advance,SEK,1.9455,1478.31,12/29/2023,Declined,nibh in lectus pellentesque at nulla suspendisse potenti cras in,Youbridge,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,Grover Allibone,gallibone4r@dropbox.com,802-469-3813,4329 Schmedeman Circle,Xinglong,,
173,201525303683455,Visa,11/25/2026,114,Karlene Steinhammer,0 Glendale Terrace,Taekas,,,Indonesia,1921.38,3/31/2028,Zoomlounge,Retail,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Cash Advance,IDR,0.9713,950.22,11/11/2026,Pending,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Yadel,pede venenatis non sodales sed tincidunt eu felis fusce posuere,Fancy Sibbson,fsibbson4s@sourceforge.net,468-306-0218,6333 Oakridge Court,Ngulung Wetan,,
174,67618627065787106,Mastercard,2/5/2025,324,Filberte Sans,4 Park Meadow Alley,Pingfeng,,,China,9352.54,4/26/2028,Kazu,Retail,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Purchase,CNY,0.876,9660.84,7/11/2026,Declined,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,Skipstorm,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,Yetta Kuhl,ykuhl4t@blog.com,285-976-1823,8410 Pine View Pass,Santiago do Cacém,15,7540-104
175,3541348527790185,Mastercard,1/30/2023,377,Arthur Westmerland,6 Pleasure Circle,Ad Dabbah,,,Sudan,8005.14,1/15/2028,Edgeify,Retail,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,Cash Advance,SDG,1.1305,8369.62,10/3/2029,Declined,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,Oloo,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,Lanny Sainsbury,lsainsbury4u@nhs.uk,491-115-7426,62 Haas Pass,Cumba,,
176,3580890686754751,American Express,11/23/2023,743,Dniren Morl,6912 Park Meadow Crossing,Santo Tomás,,083067,Colombia,6180.56,6/9/2026,Jatri,Retail,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,Cash Advance,COP,1.0372,1370.86,10/11/2029,Pending,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,Photospace,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Gerrilee Clouston,gclouston4v@baidu.com,591-794-3635,96 Cody Trail,Dasht-e Lati,,
177,3543717944731360,American Express,3/2/2029,536,Janey Ellis,3 Pine View Court,Kaliprak,,,Indonesia,9309.16,7/20/2028,Tagchat,Dining,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Refund,IDR,0.5443,6070.13,9/22/2024,Pending,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Skaboo,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,Webster MacAlroy,wmacalroy4w@microsoft.com,573-282-6982,0945 Kedzie Lane,Bastia,A5,20403 CEDEX
178,3546026553649153,Visa,9/7/2030,793,Enrico Agates,80 Rockefeller Drive,Kaeng Khoi,,18110,Thailand,401.14,8/6/2027,Agivu,Retail,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Refund,THB,1.2302,8031.8,10/29/2028,Approved,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,Feedspan,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Lita Chipping,lchipping4x@ucla.edu,501-573-2290,07877 Marcy Alley,Markópoulo,,
179,67091524497634350,American Express,10/17/2027,782,Gav Kasher,21320 Sauthoff Park,Dadamtu,,,China,1964.26,4/30/2028,Buzzshare,Travel,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,Purchase,CNY,0.8264,9442.93,2/19/2026,Declined,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Eabox,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,Biron Uphill,buphill4y@google.de,472-126-7085,344 Reindahl Street,Évreux,A7,27009 CEDEX
180,201639285693901,American Express,6/25/2027,791,Harland Ramelot,0 Warner Trail,Penambangan,,,Indonesia,3295.77,6/27/2022,Leenti,Dining,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Cash Advance,IDR,1.7039,4743.71,6/22/2025,Declined,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Tagcat,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,Gaspard Tonkes,gtonkes4z@google.com.hk,104-485-3766,04 Russell Court,Krasnyy Yar,,613645
181,491138246204602929,Mastercard,2/27/2025,723,Baxter Bethell,014 Nova Place,Iowa City,IA,52245,United States,1187.11,6/15/2022,Oozz,Dining,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,Cash Advance,USD,0.7489,6218.64,6/29/2025,Approved,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,Dynava,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,Bondy Atheis,batheis50@odnoklassniki.ru,319-619-2467,986 Nelson Center,Praszka,,46-320
182,30451607372298,American Express,5/13/2027,188,Micki McDoual,5 Hintze Center,Vyritsa,,188382,Russia,9291.86,10/8/2024,Thoughtstorm,Dining,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,Purchase,RUB,1.0803,1255.19,9/2/2026,Pending,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,Topiclounge,augue a suscipit nulla elit ac nulla sed vel enim sit amet,Andreas McArdle,amcardle51@cmu.edu,883-909-2593,2783 Del Mar Court,Bayantal,,
183,4905115898790855824,Visa,5/7/2023,593,Ethelind Sharrard,6 Cody Crossing,Stockholm,AB,131 88,Sweden,1723.88,6/10/2023,Meevee,Entertainment,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Purchase,SEK,1.7932,8061.4,1/17/2023,Approved,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,Zoomlounge,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,Korney Udey,kudey52@samsung.com,830-281-4024,277 Derek Avenue,Tanamiting,,
184,5100140120380268,Visa,2/26/2027,313,Antonietta Antonognoli,30735 Fremont Court,Ntoke,,,Indonesia,9535.7,4/3/2023,Jetpulse,Retail,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,Purchase,IDR,1.7564,6250.91,4/6/2026,Declined,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,Divavu,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,Melamie Yukhnevich,myukhnevich53@goodreads.com,222-304-5068,3 Dayton Park,Cervantes,,2718
